Parcel Number,Class,County,Price,List Date,List Price,Selling Price,Selling Price,Days On Market,Days On MLS,Closed Date,Date History Status,Price / SqFt,List Price / SqFt,Sold Price/SqFt,Original Price,Date Price Change,How Sold Code,Address,City,State,Zip Code,SFHeatCool,Year Built,Baths,Bedrooms,Half-Baths,Condition,Listing Type,Listing Visibility Type,AddtRentYN,# Tenants,# Floors,Cap Rate %,Condition,Date Leased,For Comp Purposes Only Y/N,MLS Only Entry Y/N (No Services Provided),Number of Acres,Pass Thru Exp/SF Annual,Price/SqFt Annual,Price/SqFt Monthly,Sale/Rent,Short Sale Y/N,Taxes - Annual,Total # of Units,# of Garage Spaces,Garage Y/N,Net Operating Income,Pool Y/N,Zoning,Bank Owned Y/N,Auction
04427-111-117,RE,Alachua,"$507,413 ",2/28/2018,"$470,200 ","$507,413 ",,261,0,11/16/2018,12/16/2018,,$176.44 ,$190.40 ,"$470,200 ",12/16/2018,CONVENTIONAL,3381 SW 115th Terrace,Gainesville,FL,32608,"2,665",2018,3,5,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
04427-111-271,RE,Alachua,"$406,425 ",10/21/2018,"$406,195 ","$406,425 ",,152,152,3/22/2019,4/3/2019,,$205.25 ,$205.37 ,"$365,190 ",4/3/2019,CONVENTIONAL,11951 SW 32nd Lane,Gainesville,FL,32608,"1,979",2019,2,3,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
04427-111-275,RE,Alachua,"$351,792 ",6/12/2017,"$355,141 ","$351,792 ",,152,152,12/11/2017,12/12/2017,,$179.45 ,$177.76 ,"$342,900 ",12/12/2017,CASH,11873 SW 32nd Lane,Gainesville,FL,32608,"1,979",2017,2,4,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
04427-111-288,RE,Alachua,"$420,585 ",6/23/2018,"$414,150 ","$420,585 ",,174,0,12/14/2018,1/5/2019,,$172.42 ,$175.10 ,"$414,150 ",1/5/2019,CONVENTIONAL,11967 SW 33rd Lane,Gainesville,FL,32608,"2,402",2018,3,4,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,3,Yes,,No,,No,No
05917-061-000,RE,Alachua,"$220,000 ",8/9/2017,"$225,000 ","$220,000 ",,51,51,9/29/2017,10/11/2017,,$103.59 ,$101.29 ,"$225,000 ",10/11/2017,FHA,6123 NW 113th Place,Gainesville,FL,32615,"2,172",1993,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,687 ",,2,Yes,,No,,No,No
05985-389-000,RE,Alachua,"$155,000 ",8/2/2019,"$155,000 ","$155,000 ",,103,48,11/13/2019,12/9/2019,,$144.59 ,$144.59 ,"$155,000 ",9/26/2019,CASH,8547 NW 42 Street,Gainesville,FL,32653,"1,072",1985,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,273 ",,,No,,No,,No,No
06008-020-034,RE,Alachua,"$325,000 ",6/30/2019,"$329,900 ","$325,000 ",,26,26,7/26/2019,7/29/2019,,$149.61 ,$147.39 ,"$329,900 ",7/29/2019,CONVENTIONAL,4822 NW 70th Lane,Gainesville,FL,32653,"2,205",1998,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,985 ",,2,Yes,,Yes,,No,No
04222-300-178,RE,Alachua,"$501,149 ",3/26/2018,"$514,066 ","$501,149 ",,38,406,5/4/2018,5/6/2018,,$201.99 ,$196.92 ,"$490,433 ",5/6/2018,CONVENTIONAL,13628 NW 30th Road,Gainesville,FL,32606,"2,545",2017,3,4,0,New Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
06017-001-003,RE,Alachua,"$174,000 ",7/8/2019,"$174,900 ","$174,000 ",,109,109,10/25/2019,11/1/2019,,$135.79 ,$135.09 ,"$174,900 ",11/1/2019,FHA,3721 NW 59th Place,Gainesville,FL,32653,"1,288",1984,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,524 ",,2,Yes,,No,,No,No
06023-030-048,RE,Alachua,"$224,500 ",3/13/2017,"$233,000 ","$224,500 ",,90,87,6/30/2017,7/5/2017,,$130.68 ,$125.91 ,"$239,000 ",7/5/2017,CONVENTIONAL,5113 NW 64th Lane,Gainesville,FL,32653,"1,783",1983,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,754 ",,2,Yes,,No,,No,No
06048-050-023,RE,Alachua,"$195,000 ",9/27/2019,"$200,000 ","$195,000 ",,61,58,11/27/2019,11/27/2019,,$161.29 ,$157.26 ,"$215,000 ",11/27/2019,CONVENTIONAL,6028 NW 41st Lane,Gainesville,FL,32606,"1,240",1992,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,382 ",,2,Yes,,Yes,PD,No,No
6048100018,RE,Alachua,"$365,000 ",7/20/2018,"$369,900 ","$365,000 ",,56,56,9/14/2018,9/17/2018,,$176.99 ,$174.64 ,"$369,900 ",9/17/2018,CONVENTIONAL,4071 NW 63 Street,Gainesville,FL,32606,"2,090",2011,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,642 ",,2,Yes,,No,,No,No
8202103000,RE,Alachua,"$140,500 ",7/31/2017,"$144,900 ","$140,500 ",,93,94,11/1/2017,11/2/2017,,$114.45 ,$110.98 ,"$159,900 ",11/2/2017,CONVENTIONAL,2840 NE 11th Terrace,Gainesville,FL,32609,"1,266",1961,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,590 ",,,No,,No,,No,No
08274-003-000,RE,Alachua,"$170,000 ",7/10/2018,"$179,900 ","$170,000 ",,65,50,9/13/2018,9/17/2018,,$89.68 ,$84.75 ,"$184,900 ",9/17/2018,CASH,3620 NW 12TH Street,Gainesville,FL,32609,"2,006",1964,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$696 ,,2,Yes,,No,RSF-1,No,No
09240-006-000,RE,Alachua,"$262,000 ",8/1/2019,"$279,000 ","$262,000 ",,50,50,10/4/2019,10/7/2019,,$168.07 ,$157.83 ,"$289,000 ",10/7/2019,CASH,2045 NW 14th Avenue,Gainesville,FL,32605,"1,660",1960,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,276 ",,,No,,No,RSF-1,No,No
10024-000-000,RE,Alachua,"$22,000 ",2/28/2017,"$35,000 ","$22,000 ",,18,13,3/24/2017,3/29/2017,,$58.33 ,$36.67 ,"$35,000 ",3/29/2017,CASH,223 NW 19th Lane,Gainesville,FL,32606,600,1928,1,2,0,,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$701 ,,,No,,No,,No,No
10246-059-000,RE,Alachua,"$173,000 ",5/13/2019,"$169,707 ","$173,000 ",,66,64,7/18/2019,7/20/2019,,$131.86 ,$134.42 ,"$169,707 ",7/20/2019,CONVENTIONAL,1907 NE 6TH Terrace,Gainesville,FL,32609,"1,287",1955,1,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,143 ",,2,Yes,,No,,No,No
06840-010-047,RE,Alachua,"$340,000 ",3/28/2019,"$340,000 ","$340,000 ",,61,60,6/7/2019,6/10/2019,,$162.99 ,$162.99 ,"$340,000 ",3/29/2019,CONVENTIONAL,3479 SW 74th Way,Gainesville,FL,32608,"2,086",2006,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,323 ",,2,Yes,,Yes,,No,No
06840-013-002,RE,Alachua,"$274,829 ",3/21/2016,"$274,830 ","$274,829 ",,368,369,3/24/2017,3/29/2017,,$153.36 ,$153.36 ,"$271,863 ",3/29/2017,CONVENTIONAL,3436 SW 74th Way,Gainesville,FL,32608,"1,792",2016,2,3,1,New Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
06860-130-018,RE,Alachua,"$237,000 ",5/26/2017,"$241,900 ","$237,000 ",,56,57,7/21/2017,7/21/2017,,$132.99 ,$130.29 ,"$241,900 ",7/21/2017,CONVENTIONAL,5671 SW 104th Terrace,Gainesville,FL,32608,"1,819",1992,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,155 ",,2,Yes,,No,,No,No
06306-040-029,RE,Alachua,"$240,000 ",7/21/2017,"$240,000 ","$240,000 ",,132,132,11/30/2017,11/30/2017,,$116.85 ,$116.85 ,"$259,900 ",10/29/2017,CONVENTIONAL,1005 NW 101st Drive,Gainesville,FL,32606,"2,054",1997,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,573 ",,2,Yes,,No,,No,No
08231-003-067,RE,Alachua,"$72,000 ",7/11/2016,"$79,900 ","$72,000 ",,277,281,4/14/2017,4/19/2017,,$73.17 ,$65.93 ,"$94,000 ",4/19/2017,CASH,3111 NE 11th Terrace,Gainesville,FL,32609,"1,092",1966,1,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,499 ",,1,Yes,,No,,No,No
06860-365-005,RE,Alachua,"$315,000 ",8/28/2016,"$325,000 ","$315,000 ",,115,114,12/30/2016,1/5/2017,,$139.72 ,$135.43 ,"$335,000 ",1/5/2017,OTHER,2927 SW 91st Terrace,Gainesville,FL,32608,"2,326",2005,2,4,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,410 ",,2,Yes,,No,,No,No
 06015-200-010,RE,Alachua,"$207,000 ",12/28/2016,"$215,000 ","$207,000 ",,80,78,3/20/2017,3/22/2017,,$139.52 ,$134.33 ,"$215,000 ",3/22/2017,OTHER,3653 NW 60 Lane,Gainesville,FL,32653,"1,541",1994,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,228 ",,2,Yes,,No,,No,No
6400048000,RE,Alachua,"$199,000 ",3/8/2019,"$199,000 ","$199,000 ",,46,46,4/23/2019,4/23/2019,,$106.65 ,$106.65 ,"$199,000 ",3/8/2019,CONVENTIONAL,1024 NW 34th Street,Gainesville,FL,32605,"1,866",1963,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,325 ",,,No,,No,,No,No
06451-003-000,RE,Alachua,"$217,000 ",7/2/2019,"$225,000 ","$217,000 ",,63,62,9/3/2019,9/6/2019,,$168.67 ,$162.67 ,"$225,000 ",9/6/2019,CONVENTIONAL,2610 NW 4th Avenue,Gainesville,FL,32607,"1,334",1950,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,608 ",,,No,,No,,No,No
06482-100-000,RE,Alachua,"$155,000 ",11/23/2018,"$160,000 ","$155,000 ",,74,74,2/5/2019,2/6/2019,,$155.04 ,$150.19 ,"$165,000 ",2/6/2019,CASH,507 NW 34th Terrace,Gainesville,FL,32607,"1,032",1956,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,149 ",,,No,,No,,No,No
06537-022-000,RE,Alachua,"$250,000 ",1/11/2019,"$250,000 ","$250,000 ",,63,63,3/15/2019,3/25/2019,,$128.14 ,$128.14 ,"$275,000 ",1/30/2019,CASH,212 SW 43rd Terrace,Gainesville,FL,32607,"1,951",1953,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,880 ",,,No,,No,,No,No
06589-014-041,RE,Alachua,"$150,000 ",10/6/2017,"$155,500 ","$150,000 ",,63,63,12/8/2017,12/13/2017,,$129.58 ,$125.00 ,"$155,500 ",12/13/2017,CONVENTIONAL,441 NW 48TH BLVD,Gainesville,FL,32607,"1,200",1995,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,271 ",,1,Yes,,No,,No,No
06656-500-004,RE,Alachua,"$260,000 ",2/27/2019,"$264,707 ","$260,000 ",,86,87,5/24/2019,5/27/2019,,$128.31 ,$126.03 ,"$247,707 ",5/27/2019,CONVENTIONAL,637 NW 84TH Street,Gainesville,FL,32607,"2,063",1974,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,904 ",,2,Yes,,No,,No,No
06665-050-005,RE,Alachua,"$256,000 ",5/29/2019,"$269,707 ","$256,000 ",,98,81,9/4/2019,9/6/2019,,$103.81 ,$98.54 ,"$269,707 ",9/6/2019,VA,1102 SW 96TH Street,Gainesville,FL,32607,"2,598",1985,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,171 ",,2,Yes,,No,,No,No
06677-200-067,RE,Alachua,"$275,000 ",1/15/2019,"$275,000 ","$275,000 ",,38,36,2/22/2019,2/22/2019,,$141.46 ,$141.46 ,"$275,000 ",1/17/2019,CONVENTIONAL,1933 SW 65th Drive,Gainesville,FL,32607,"1,944",2006,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,325 ",,2,Yes,,No,,No,No
06678-015-040,RE,Alachua,"$145,000 ",8/7/2018,"$145,000 ","$145,000 ",,38,38,9/14/2018,9/17/2018,,$146.32 ,$146.32 ,"$145,000 ",8/7/2018,CONVENTIONAL,7337 SW 21st Place,Gainesville,FL,32607,991,1986,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,241 ",,1,Yes,,No,,No,No
6178001000,RE,Alachua,"$159,900 ",4/11/2017,"$169,900 ","$159,900 ",,429,426,6/15/2018,6/18/2018,,$109.54 ,$103.09 ,"$169,900 ",6/18/2018,FHA,2407 NW 46th Terrace,Gainesville,FL,32606,"1,551",1968,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,402 ",,,No,,No,,No,No
06228-020-023,RE,Alachua,"$193,000 ",4/13/2018,"$199,000 ","$193,000 ",,130,130,8/21/2018,8/22/2018,,$128.47 ,$124.60 ,"$199,000 ",8/22/2018,CONVENTIONAL,2524 NW 69 Terrace,Gainesville,FL,32606,"1,549",1987,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,179 ",,2,Yes,,No,,No,No
06230-001-010,RE,Alachua,"$240,000 ",5/11/2018,"$240,000 ","$240,000 ",,22,22,6/29/2018,7/3/2018,,$123.84 ,$123.84 ,"$240,000 ",5/11/2018,CONVENTIONAL,8334 NW 36TH Ave Avenue,Gainesville,FL,32606,"1,938",1988,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$3,380 ",,2,Yes,,No,,No,No
06230-036-016,RE,Alachua,"$204,000 ",8/6/2018,"$207,000 ","$204,000 ",,88,88,11/2/2018,11/5/2018,,$126.76 ,$124.92 ,"$207,000 ",11/5/2018,FHA,7523 NW 37 Place,Gainesville,FL,32606,"1,633",1988,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,306 ",,2,Yes,,No,R-1A,No,No
08966-009-000,RE,Alachua,"$132,000 ",4/19/2018,"$128,000 ","$132,000 ",,252,234,12/27/2018,1/11/2019,,$117.22 ,$120.88 ,"$129,900 ",1/11/2019,CONVENTIONAL,1645 NW 34th Place,Gainesville,FL,32605,"1,092",1958,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,836 ",,,No,,No,,No,No
07350-044-146,RE,Alachua,"$257,900 ",10/5/2017,"$259,900 ","$257,900 ",,85,85,12/29/2017,12/23/2017,,$149.71 ,$148.56 ,"$279,900 ",12/23/2017,OTHER,9511 SW 101st Avenue,Gainesville,FL,32608,"1,736",2005,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,859 ",,2,Yes,,No,,No,No
06404-100-006,RE,Alachua,"$212,000 ",3/29/2019,"$225,000 ","$212,000 ",,18,18,4/16/2019,4/22/2019,,$116.22 ,$109.50 ,"$255,000 ",4/22/2019,CASH,930 NW 37th Terrace,Gainesville,FL,32605,"1,936",1972,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,217 ",,2,Yes,,No,,No,No
06014-010-017,RE,Alachua,"$165,000 ",2/20/2017,"$169,900 ","$165,000 ",,14,14,3/6/2017,3/9/2017,,$104.43 ,$101.41 ,"$169,900 ",3/9/2017,CASH,5427 NW 31st Terrace,Gainesville,FL,32653,"1,627",1974,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,401 ",,2,Yes,,No,,No,No
 08150-000-000,RE,Alachua,"$90,000 ",6/13/2019,"$95,000 ","$90,000 ",,88,88,9/9/2019,9/11/2019,,$89.96 ,$85.23 ,"$95,000 ",9/11/2019,CONVENTIONAL,4144 NW 12th Terrace,Gainesville,FL,32609,"1,056",1947,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,270 ",,,No,,No,,No,No
06535-008-000,RE,Alachua,"$285,000 ",7/11/2018,"$289,707 ","$285,000 ",,42,42,8/22/2018,8/27/2018,,$121.52 ,$119.55 ,"$289,707 ",8/27/2018,CONVENTIONAL,3920 SW 4TH Place,Gainesville,FL,32607,"2,384",1960,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$3,678 ",,2,Yes,,Yes,,No,No
06538-007-000,RE,Alachua,"$260,000 ",3/10/2017,"$249,000 ","$260,000 ",,75,75,5/24/2017,6/2/2017,,$94.89 ,$99.09 ,"$249,000 ",6/2/2017,CONVENTIONAL,510 SW 43 Terrace,Gainesville,FL,32607-2268,"2,624",1959,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,760 ",,2,Yes,,No,,No,No
10823-003-000,RE,Alachua,"$105,000 ",9/22/2017,"$109,900 ","$105,000 ",,131,131,1/31/2018,2/2/2018,,$84.54 ,$80.77 ,"$114,900 ",2/2/2018,FHA,2419 NE 13 Avenue,Gainesville,FL,32641,"1,300",1970,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,295 ",,,No,,No,,No,No
11275-026-000,RE,Alachua,"$149,900 ",5/8/2019,"$149,900 ","$149,900 ",,61,61,7/8/2019,7/15/2019,,$120.79 ,$120.79 ,"$149,900 ",5/8/2019,FHA,403 SE 20th Street,Gainesville,FL,32641,"1,241",2008,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$703 ,,1,Yes,,No,,No,No
06304-013-000,RE,Alachua,"$171,000 ",7/23/2019,"$175,000 ","$171,000 ",,30,28,8/22/2019,8/23/2019,,$86.12 ,$84.15 ,"$175,000 ",8/23/2019,CASH,1034 NW 91 Terrace,Gainesville,FL,32606,"2,032",1971,1,4,1,Handyman Special,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,503 ",,2,Yes,,Yes,,No,No
06304-200-019,RE,Alachua,"$235,000 ",8/30/2017,"$249,500 ","$235,000 ",,90,90,11/28/2017,1/11/2018,,$126.20 ,$118.87 ,"$249,500 ",1/11/2018,FHA,9311 NW 15th Place,Gainesville,FL,32606,"1,977",1984,2,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,672 ",,2,Yes,,No,,No,No
06359-010-015,RE,Alachua,"$200,000 ",10/29/2018,"$210,000 ","$200,000 ",,32,29,11/30/2018,12/3/2018,,$160.06 ,$152.44 ,"$210,000 ",12/3/2018,CASH,5447 NW 15th Place,Gainesville,FL,32605,"1,312",1999,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,277 ",,2,Yes,,No,,No,No
06985-010-023,RE,Alachua,"$320,000 ",2/5/2018,"$324,913 ","$320,000 ",,57,55,4/3/2018,4/4/2018,,$173.01 ,$170.39 ,"$324,913 ",4/4/2018,CASH,6365 SW 48TH Drive,Gainesville,FL,32608,"1,878",2015,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,847 ",,2,Yes,,No,,No,No
04427-011-119,RE,Alachua,"$502,980 ",7/26/2017,"$502,980 ","$502,980 ",,317,2,6/8/2018,6/15/2018,,$159.22 ,$159.22 ,"$502,980 ",6/6/2018,CONVENTIONAL,3376 SW 114th Way,Gainesville,FL,32608,"3,159",2018,4,6,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,3,Yes,,No,,No,No
04427-111-198,RE,Alachua,"$675,553 ",10/19/2016,"$631,810 ","$675,553 ",,365,309,10/19/2017,12/5/2017,,$206.00 ,$220.27 ,"$631,810 ",12/5/2017,CONVENTIONAL,11323 SW 36th Road,Gainesville,FL,32608,"3,067",2017,3,4,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,Yes,,No,No
04427-111-279,RE,Alachua,"$429,515 ",6/1/2018,"$422,000 ","$429,515 ",,196,0,12/14/2018,1/5/2019,,$175.69 ,$178.82 ,"$422,000 ",1/5/2019,CONVENTIONAL,11854 SW 33rd Lane,Gainesville,FL,32608,"2,402",2018,3,4,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,3,Yes,,No,,No,No
04427-111-284,RE,Alachua,"$375,273 ",6/8/2017,"$378,773 ","$375,273 ",,372,372,6/15/2018,6/15/2018,,$191.40 ,$189.63 ,"$358,200 ",6/15/2018,CASH,11946 SW 33rd Lane,Gainesville,FL,32608,"1,979",2018,2,3,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
05682-006-000,RE,Alachua,"$259,900 ",2/13/2017,"$259,900 ","$259,900 ",,49,49,4/3/2017,4/7/2017,,$119.49 ,$119.49 ,"$259,900 ",2/13/2017,CONVENTIONAL,2506 NW 177th Avenue,Gainesville,FL,32609-4266,"2,175",1985,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,512 ",,2,Yes,,No,,No,No
05773-002-000,RE,Alachua,"$372,500 ",9/6/2019,"$425,000 ","$372,500 ",,74,73,11/19/2019,11/25/2019,,$165.89 ,$145.39 ,"$425,000 ",11/25/2019,CASH,17011 N STATE ROAD 121,Gainesville,FL,32653,"2,562",1974,3,4,0,Handyman Special,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,925 ",,3,Yes,,Yes,,No,No
06006-063-053,RE,Alachua,"$138,500 ",12/16/2018,"$150,000 ","$138,500 ",,130,130,4/25/2019,4/26/2019,,$124.28 ,$114.75 ,"$156,900 ",4/26/2019,CONVENTIONAL,4717 NW 76TH Road,Gainesville,FL,32653,"1,207",1999,2,2,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,674 ",,,No,,No,,No,No
06008-010-019,RE,Alachua,"$339,900 ",2/21/2017,"$339,900 ","$339,900 ",,38,38,3/31/2017,4/1/2017,,$141.68 ,$141.68 ,"$339,900 ",2/21/2017,CONVENTIONAL,5015 NW 71st Place,Gainesville,FL,32653,"2,399",1996,2,5,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,830 ",,2,Yes,,No,R-E Residential Estate,No,No
04222-200-137,RE,Alachua,"$661,811 ",9/22/2016,"$653,419 ","$661,811 ",,175,176,3/16/2017,3/23/2017,,$173.46 ,$175.69 ,"$653,419 ",3/23/2017,CONVENTIONAL,14080 NW 26th Avenue,Gainesville,FL,32606,"3,767",2016,4,4,1,New Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,3,Yes,,No,,No,No
04222-300-159,RE,Alachua,"$520,000 ",3/10/2017,"$498,090 ","$520,000 ",,126,126,7/14/2017,7/18/2017,,$182.79 ,$190.83 ,"$498,090 ",7/18/2017,CONVENTIONAL,13882 NW 30 Road,Gainesville,FL,32606,"2,725",2017,3,4,0,New Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
04222-300-181,RE,Alachua,"$495,000 ",3/27/2017,"$499,999 ","$495,000 ",,401,401,5/21/2018,5/22/2018,,$181.09 ,$179.28 ,"$502,059 ",5/22/2018,CONVENTIONAL,2800 NW 136th Terrace,Gainesville,FL,32606,"2,761",2017,3,4,1,New Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$0 ,,2,Yes,,No,,No,No
07350-030-025,RE,Alachua,"$45,000 ",8/2/2017,"$64,900 ","$45,000 ",,122,120,12/4/2017,12/5/2017,,$35.12 ,$24.35 ,"$73,900 ",12/5/2017,CASH,9026 SW 102ND Terrace,Gainesville,FL,32608,"1,848",1989,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,600 ",,2,Yes,,Yes,,No,No
06020-030-058,RE,Alachua,"$177,575 ",4/7/2017,"$176,950 ","$177,575 ",,80,80,6/26/2017,6/27/2017,,$128.22 ,$128.68 ,"$176,950 ",6/27/2017,CASH,3946 NW 59 Avenue,Gainesville,FL,32653-8356,"1,380",1995,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,820 ",,2,Yes,,No,RMF-5,No,No
06054-010-019,RE,Alachua,"$460,000 ",6/21/2017,"$470,000 ","$460,000 ",,111,111,10/10/2017,10/13/2017,,$155.63 ,$152.32 ,"$485,000 ",10/13/2017,CONVENTIONAL,5512 NW 51 Avenue,Gainesville,FL,32653,"3,020",2001,3,4,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$7,550 ",,2,Yes,,Yes,,No,No
6083010045,RE,Alachua,"$285,000 ",5/20/2019,"$279,900 ","$285,000 ",,25,25,6/14/2019,6/15/2019,,$138.50 ,$141.02 ,"$279,900 ",6/15/2019,VA,4600 NW 30th Street,Gainesville,FL,32605,"2,021",1972,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,633 ",,,No,,Yes,,No,No
06085-001-000,RE,Alachua,"$360,000 ",4/16/2018,"$385,000 ","$360,000 ",,65,68,6/20/2018,6/22/2018,,$107.24 ,$100.28 ,"$385,000 ",6/22/2018,CONVENTIONAL,2458 NW 31 Avenue,Gainesville,FL,32605-2233,"3,590",2002,5,7,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,909 ",,2,Yes,,No,,No,No
